7	karika
7	kerület
7	körpálya
7	körzet
16	kereken
16	nyilvánvalóan
16	világosan
17	kereken
17	nyilvánvalóan
17	világosan
20	fejteget
20	gáncsoskodik
20	hibásnak talál
20	kritizál
20	bírál
23	ugyan, ugyan!
23	ottani
24	készségesen
24	szívesen
27	angyali
27	dominikánus szerzetes
27	dominikánus
27	kerubi
27	kerubszerű
29	helyesen
33	ellenkező
33	ellentét
33	ellentétes
33	szemben levő
33	ellenkezője vminek
33	fordítottja vminek
33	megfordított
37	bizonytalan
37	habozó
37	vitás
37	homályos
37	félreérthető
37	kétértelmű
41	akként
41	annyira
41	ennyire
41	így
41	tehát
41	úgy
41	úgyhogy
41	aki
41	akit
41	amaz
41	ami
41	amit
41	evégből
44	kelletlenül
44	vonakodva
44	húzódozva
44	nem akaródzva
44	nem akarva
45	gyanús
45	habozó
45	kétértelmű
45	kétkedő
45	megbízhatatlan
45	illetlen
45	nem illő
47	mindenképpen
48	csakugyan
48	valóban
48	igazán
52	ugyan, ugyan!
52	eljön
52	jön
52	lesz
52	megérkezik
52	megtesz
52	ejha!
52	no de ilyet!
52	szerencsés
53	baj
53	üzemzavar
53	zavar
53	bonyodalom
53	gubanc
53	összevisszaság
54	elfutó
54	szervilis
55	elveszti a fejét
55	elveszti a hidegvérét
56	értéktelen
56	rongyos
57	kedves
57	aranyos
57	bájos
57	behízelgő
57	bonbon
57	dallamos
57	édes
57	illatos
57	jó illatú
57	megvetendő
57	szánalomra méltó
57	szánalmas
59	izgatottan
60	kacér nő
61	enyeleg
61	flörtöl
61	időt elfecsérel
61	tétlenkedik
64	aranyifjú
64	bátor
64	gavallér
64	pompás
64	udvarias
64	udvarló
64	csinos
64	elegáns
64	éles fájdalom
64	eszes
64	fájdalom
64	furfangos
64	gyors felfogású
64	gyors
64	hathatós
64	heves
64	ízléses
64	körmönfont
64	ötletes
64	seb
64	szapora
64	szenvedés
64	szigorú
64	takaros
64	tipp-topp
65	nyerít
67	kiszúr
67	pikkel vkire
67	utazik vkire
67	kötekedik
69	fogadtatás
69	szívesen látott
70	fogadtatás
70	szívesen látott
72	habozó
75	csínján
75	óvatosan
76	elfoglaltság nélküli
76	munka nélküli
76	tétlen
77	elnézésből
77	nem szándékosan
77	véletlenül
79	kanyargás
79	kanyargós
79	kanyarodó
79	cikcakk vonal
79	cikcakk
79	szerpentin
79	zegzug
79	kígyózó
79	görbe
79	nem egyenes
84	állatság baromság
84	badarság
84	ciki
